date,operator,draw_no,1st,2nd,3rd,special,consolation
2000-07-15,Sports Toto 4D,1704/00,4669,8871,2858,"8347,3290,4170,0185,5032,7861,3749,8587,0713,7366","4952,3324,1039,6182,6890,6110,7459,9178,8014,4330"
2000-07-16,Da Ma Cai 1+3D,1650/00,7795,9174,1262,"5049,6735,2773,1535,8260,2068,4849,5397,2289,2803","3740,8421,2844,5561,0217,7519,3743,1904,6050,1413"
2000-07-16,Magnum 4D,086/00,4343,3120,7665,"6950,2612,7389,5934,7024,4759,7886,3269,8752,4831","7861,5925,2035,3509,6358,1889,7428,2786,0712,0911"
2000-07-16,Sports Toto 4D,1705/00,6124,1000,1619,"0680,2246,2880,7145,2904,4929,0705,4452,1928,7728","3350,2871,0736,7031,6934,6448,4694,8962,4733,3563"
2000-07-19,Da Ma Cai 1+3D,1651/00,6205,8489,5235,"0651,9452,3584,5340,4304,2043,0536,6633,9187,4221","5411,3218,1956,4908,3144,1646,8139,2160,9915,4478"
2000-07-19,Magnum 4D,087/00,1118,5454,8256,"6289,6931,2071,1433,9822,4007,4286,9933,0739,3989","4300,4704,8819,2837,6126,5018,6976,4058,6600,2972"
2000-07-19,Sports Toto 4D,1706/00,1741,5183,6159,"9533,7933,4022,4773,2061,7341,7541,6617,4496,1396","8013,6404,1291,9530,9618,2918,5989,1414,1335,9341"
2000-07-22,Da Ma Cai 1+3D,1652/00,9412,6296,3712,"5350,5340,6978,5426,3607,6866,0312,6176,8271,2716","3597,7969,7344,0409,3663,8480,7607,2181,1167,7253"
2000-07-22,Magnum 4D,088/00,7862,6735,9772,"3821,2730,2122,4874,5363,7839,9109,4371,6110,7324","0440,0864,8581,9650,3595,0522,9922,7131,4278,2139"
2000-07-22,Sports Toto 4D,1707/00,3942,0807,8479,"0159,5517,1717,5186,6985,9829,0125,8358,9475,3435","3077,5569,1468,5271,4481,3064,3675,8927,8836,1191"
2000-07-23,Da Ma Cai 1+3D,1653/00,3518,2497,2381,"7438,0282,3377,8359,6995,8944,1926,0729,2017,7536","3567,7190,3640,3233,5359,5290,9595,7213,8752,2260"
2000-07-23,Magnum 4D,089/00,5181,9465,7728,"9955,3774,7364,4689,8995,4302,8696,8844,6277,9940","2449,2571,3891,6803,2350,0717,7337,6711,5660,5975"
2000-07-23,Sports Toto 4D,1708/00,2251,9192,7213,"8725,3219,2837,0851,7043,9159,4352,2370,2287,7336","0296,7652,7893,0157,4633,5824,0460,9364,8072,2243"
2000-07-26,Da Ma Cai 1+3D,1654/00,9325,3162,4512,"9061,9853,1244,4860,6009,5404,5737,2260,6998,4945","5661,5858,5704,9637,1666,8349,4824,0958,8608,5411"
2000-07-26,Magnum 4D,090/00,8639,3989,9789,"4029,7478,8283,4090,1382,4303,5129,4077,4729,9775","9450,0722,8944,7565,6414,8815,7661,7721,1225,6560"
2000-07-26,Sports Toto 4D,1709/00,8699,7013,5639,"1352,7248,6975,6354,8712,1245,0458,1946,2062,3544","5077,1326,2390,2071,0603,4976,6473,5205,4321,9289"
2000-07-29,Da Ma Cai 1+3D,1655/00,7875,5832,7066,"6204,4028,7704,9436,9149,2249,0821,6667,9896,9255","0800,3534,9331,5483,0517,7721,7598,2111,2751,3178"
2000-07-29,Magnum 4D,091/00,4131,1758,8714,"2525,7449,9387,1576,3010,1163,0765,9588,9992,0822","3019,1492,5965,1356,6746,6357,6592,5014,7325,8712"
2000-07-29,Sports Toto 4D,1710/00,0745,4082,1690,"0981,5727,3416,8754,1743,0370,4583,4795,4720,4349","2444,2889,1898,2092,0165,0064,4168,8432,8789,5921"
2000-07-30,Da Ma Cai 1+3D,1656/00,0136,9241,3805,"5086,3857,7305,6769,5458,1298,1772,0573,1304,7872","6041,6849,6815,8065,7657,5543,1255,8134,8280,5346"
2000-07-30,Magnum 4D,092/00,0141,3450,3737,"8561,9497,5424,1040,4400,6385,0071,4033,6779,2538","3776,2567,7862,1507,0204,6286,8293,1070,9152,6514"
2000-07-30,Sports Toto 4D,1711/00,1990,2779,5317,"3808,5378,6204,5434,3882,5511,7325,1746,3776,7921","1427,7049,3414,6824,0236,9959,7392,8238,1652,5750"
2000-08-01,Magnum 4D,905/00,1891,1011,8309,"8962,8193,6786,2299,3941,2107,4064,4398,3530,5347","8090,5628,0518,7333,2382,7621,9772,6184,6195,0679"
2000-08-02,Da Ma Cai 1+3D,1657/00,2079,7811,1989,"5092,4841,2911,4205,4671,3879,6863,5355,8066,8196","4393,1603,3597,3450,8743,5313,5209,5667,2406,4909"
2000-08-02,Magnum 4D,093/00,5843,9231,2742,"4940,5456,0051,3486,9491,9099,0103,0322,7454,0306","0743,2710,1408,0986,1711,9052,7274,6491,5305,2775"
2000-08-02,Sports Toto 4D,1712/00,1552,1861,9650,"0517,9819,1863,3492,5117,2427,3241,0136,5480,1840","9967,0920,3940,5587,6213,4442,9118,3990,2282,0149"
2000-08-05,Da Ma Cai 1+3D,1658/00,9927,7398,7241,"6971,7735,6979,3149,3150,4530,2012,7579,5855,0458","1701,8359,9573,3929,8349,3900,2971,6092,1897,0282"
2000-08-05,Magnum 4D,094/00,5853,6458,1026,"1404,2721,0955,6202,1432,4431,1012,0668,6461,1582","1753,3115,8984,0490,5823,2800,9891,0239,3757,5378"
2000-08-05,Sports Toto 4D,1713/00,8070,1902,2567,"3652,3791,5080,0640,3963,6039,2712,2031,2054,3604","2442,8394,7103,4201,4774,6563,2963,8282,2076,0608"
2000-08-06,Da Ma Cai 1+3D,1659/00,5245,8498,9795,"8771,8500,5496,4936,1494,1059,3349,2125,0055,0980","6246,0675,9920,8174,0190,3736,5526,6668,5828,9814"
2000-08-06,Magnum 4D,095/00,7626,2953,5799,"3938,8187,6509,6894,4116,3917,7541,5526,7674,1397","1333,4227,7202,8336,6940,2468,2944,7652,0299,3322"
2000-08-06,Sports Toto 4D,1714/00,9574,4059,1284,"2385,2654,3391,6789,1816,5289,9592,1063,2394,1276","5034,0498,6346,0078,3069,6014,8973,6058,5003,8610"
2000-08-09,Da Ma Cai 1+3D,1660/00,9499,8520,3013,"4076,7248,4472,1269,4808,3896,3701,8260,8004,7232","6811,0109,4261,3419,7206,9719,6285,5184,0902,2174"
2000-08-09,Magnum 4D,096/00,2689,0970,0180,"7187,5555,3327,7713,5845,4514,6032,1634,8877,3763","3523,6371,9279,3998,0695,2048,6827,0927,1326,7243"
2000-08-09,Sports Toto 4D,1715/00,2090,7086,4886,"4661,6184,3881,4695,9239,3587,7859,8821,5994,6033","6533,0980,2021,1293,0721,5236,6943,9620,4408,0161"
2000-08-12,Da Ma Cai 1+3D,1661/00,2092,8988,8896,"0472,4427,6045,3141,9807,9481,1513,3744,3440,2619","0671,0691,2064,3320,4319,5818,4057,7226,1277,4666"
2000-08-12,Magnum 4D,097/00,3562,6297,5530,"5060,4778,6828,7586,7549,6309,3105,0600,7266,3861","5838,8540,7706,5534,3729,9482,1567,2179,6274,3787"
2000-08-12,Sports Toto 4D,1716/00,5892,7320,0880,"1711,8323,1922,9494,5409,9476,5582,6904,2995,2570","0039,0188,9472,3437,8969,3573,0187,4892,4617,0830"
2000-08-13,Da Ma Cai 1+3D,1662/00,5332,0666,2377,"8634,2699,3999,4200,9380,8130,0672,8255,4478,2766","0498,3554,7614,4973,9485,3407,8983,6815,3384,4446"
2000-08-13,Magnum 4D,098/00,0807,2036,7218,"8027,0771,9650,8979,3415,0197,3567,7207,6526,0851","3701,8765,7980,2439,5989,3509,8997,3019,1474,9886"
2000-08-13,Sports Toto 4D,1717/00,6153,7661,5536,"3656,3720,2276,6337,0865,9062,3937,8466,8419,7820","3044,1674,5731,6710,3874,2275,0568,3578,1871,9406"
2000-08-15,Da Ma Cai 1+3D,1663/00,3086,4199,8166,"9943,6764,0170,1127,1327,2968,0827,4334,9086,5210","7267,5150,2350,8154,2588,6253,1007,3334,0890,6439"
2000-08-16,Da Ma Cai 1+3D,1664/00,2113,2763,5142,"6436,7756,5571,2422,9819,1103,1964,8353,2823,2354","6091,1334,6369,8151,9699,4908,2133,0396,6170,6467"
2000-08-16,Magnum 4D,099/00,9210,1395,0646,"9420,4403,1965,0433,4260,2809,4552,9213,5705,6305","3824,3051,3862,1185,6292,0921,3398,8100,9932,7451"
2000-08-16,Sports Toto 4D,1718/00,6731,2484,0552,"7039,2377,2931,4334,5241,8549,1515,4006,9690,1796","8304,0520,0101,0911,5952,4141,2622,8110,2028,6409"
2000-08-19,Da Ma Cai 1+3D,1665/00,4138,8187,3949,"6648,8615,1719,3533,0305,4655,8864,0041,5404,0660","0702,6721,1663,1677,0250,2972,1461,1866,4955,8332"
2000-08-19,Magnum 4D,100/00,1096,3639,0635,"9404,1240,4926,8951,7552,9918,8948,4735,7792,8071","7027,7250,7257,9423,4748,1588,8496,4642,9770,3227"
2000-08-19,Sports Toto 4D,1719/00,7549,1468,5545,"9440,2527,3428,7147,4320,4432,7038,4286,8467,8141","7660,1480,5528,1820,5582,3950,3426,0361,6281,9343"
2000-08-20,Da Ma Cai 1+3D,1666/00,7760,4557,8921,"8760,7544,7708,7952,2686,0113,4629,3095,7146,1248","3736,0416,1336,5862,7223,8564,6582,4279,1408,8385"
2000-08-20,Magnum 4D,101/00,3431,1637,5171,"0851,5737,7139,0224,2181,2612,2269,4896,0170,5940","0150,8316,0849,6678,9404,9347,0512,4983,4426,0463"
2000-08-20,Sports Toto 4D,1720/00,0730,0747,6993,"4257,2238,5884,0207,9853,1206,3553,2708,7436,0532","6125,8551,8791,3395,7502,0275,2061,7538,7405,7915"
2000-08-23,Da Ma Cai 1+3D,1667/00,6870,9564,4936,"9900,2555,4148,3436,8952,2510,4344,3333,4687,8338","0076,2458,9174,2542,1497,9279,0302,9031,7018,0884"
2000-08-23,Magnum 4D,102/00,9237,4216,2465,"3058,3385,3019,2650,5454,5815,2903,2413,8920,9150","4622,5021,5323,2492,2415,6633,4536,7131,1344,8467"
2000-08-23,Sports Toto 4D,1721/00,0930,4805,6459,"1334,9665,6344,3899,4602,9983,1356,2843,7241,9838","8363,2442,1483,9201,3978,4705,7850,5283,3032,7786"
2000-08-26,Da Ma Cai 1+3D,1668/00,2937,2649,2518,"0064,7886,4443,4157,7649,5032,2126,4540,2211,8580","4785,1797,1225,8888,1572,9828,6776,2202,6273,5667"
2000-08-26,Magnum 4D,103/00,9741,9728,7606,"7811,8858,6273,5050,0843,3531,0164,7262,6689,7964","5822,0944,5438,6426,8371,0460,8589,9338,7677,8124"
2000-08-26,Sports Toto 4D,1722/00,2104,8207,0555,"5111,7362,1972,5575,7382,0796,4857,1861,1680,7504","3567,3425,5858,2045,7484,5680,5002,0705,5420,7115"
2000-08-27,Da Ma Cai 1+3D,1669/00,0300,3560,5490,"1802,6364,7983,4304,9576,7753,6836,5156,3165,5802","4699,0454,6886,7717,9507,7912,2712,1770,9361,1308"
2000-08-27,Magnum 4D,104/00,7870,1943,4477,"6879,1982,4098,9729,4931,6119,0677,4402,0139,9107","4476,5713,6979,5522,4946,5312,0034,9343,6616,4114"
2000-08-27,Sports Toto 4D,1723/00,4638,9977,5426,"3186,5262,0771,9999,3404,6896,4640,9827,1665,1116","8427,3188,3567,7295,9000,6882,6499,1135,8286,7716"
2000-08-29,Sports Toto 4D,1724/00,0864,8620,4490,"0843,1896,1302,8854,0676,4835,2389,4499,9579,5399","1803,4213,7715,0333,6968,6568,6059,8673,8907,1967"
2000-08-30,Da Ma Cai 1+3D,1670/00,4215,7961,6463,"7918,2560,3795,7661,0296,6675,0630,6705,3377,8836","0528,2925,7010,9212,9553,4715,3984,4516,5468,6772"
2000-08-30,Magnum 4D,105/00,0671,5694,2621,"5817,3034,7327,4639,7139,0216,1378,8843,7700,2399","9639,5110,9956,7020,7057,7958,1214,9619,5862,0437"
2000-08-30,Sports Toto 4D,1725/00,2373,4756,6376,"1922,0158,1507,1006,1132,1151,4599,9751,6798,4284","2862,4396,6393,0032,2652,1060,3471,0755,0396,4452"
2000-09-02,Da Ma Cai 1+3D,1671/00,5586,8659,9886,"3268,4244,7469,6826,3358,0022,9993,6880,7872,5937","2729,2997,6914,3855,3047,3545,0545,9693,6835,9743"
2000-09-02,Magnum 4D,106/00,3624,7664,3242,"3921,6252,2425,1403,5120,4368,6091,3406,2094,9711","5017,2289,7497,7519,0039,3398,9223,5664,2417,1713"
2000-09-02,Sports Toto 4D,1726/00,1567,2656,7056,"4958,7680,3705,3948,1495,9660,4830,0393,3443,7242","8391,6777,0465,3156,2112,1401,7500,4534,0790,1065"
2000-09-03,Da Ma Cai 1+3D,1672/00,7243,6277,3123,"2615,4684,4301,6454,3908,7145,0068,3532,4131,5579","8028,6352,7202,3220,8667,5773,1876,1524,9794,3194"
2000-09-03,Magnum 4D,107/00,2911,3541,4918,"4307,7645,2592,4484,0493,2360,0078,9586,4476,7378","9058,3484,7764,3126,1041,6358,2647,7388,9614,5083"
2000-09-03,Sports Toto 4D,1727/00,4128,6058,6369,"1804,9647,6288,9038,8685,7214,7608,3596,8911,6685","1706,9494,1190,8998,5291,9172,9999,8713,4580,1556"
2000-09-05,Sports Toto 4D,1728/00,9129,0092,1647,"0671,5392,6405,6335,3861,5259,8673,4616,5500,5408","3135,8641,6324,3165,1994,5247,8461,1740,9401,3280"
2000-09-06,Da Ma Cai 1+3D,1673/00,2410,4530,0655,"7248,7397,7220,2651,7056,8115,7619,6417,9531,4981","5213,3774,1819,8499,5363,7249,8565,6211,0219,6368"
2000-09-06,Magnum 4D,108/00,8373,0429,4047,"8059,3212,1205,1088,5723,5954,7822,7547,2785,1757","0421,7492,8398,9472,6110,9093,7381,8418,2940,1021"
2000-09-06,Sports Toto 4D,1729/00,8578,7144,9810,"4683,5238,3666,0280,0111,0878,6707,5206,5511,1724","8352,6334,2788,8888,5825,0791,0942,5511,4486,7892"
2000-09-09,Da Ma Cai 1+3D,1674/00,8318,0846,2722,"8479,8985,1149,7834,9374,9639,8184,4536,1428,0308","4149,2040,8229,6131,0464,0802,7983,9013,5112,5999"
2000-09-09,Magnum 4D,109/00,6608,7800,2800,"2838,8070,3782,5118,3766,0559,1459,7357,6378,6741","6046,8009,4010,5129,7851,9479,8873,2827,8341,3651"
2000-09-09,Sports Toto 4D,1730/00,1372,0000,2874,"5078,7831,4625,7468,4159,0716,6394,0668,7579,1329","1200,1891,3098,1629,4574,9348,5618,0885,7958,8233"
2000-09-10,Da Ma Cai 1+3D,1675/00,8867,5272,3237,"2211,4150,5758,5139,9398,5205,6365,8989,2784,2908","8791,6906,2372,9198,8222,9182,8437,0790,8111,9016"
2000-09-10,Magnum 4D,110/00,9885,2989,4897,"4483,8932,0946,1069,7666,9638,9309,7157,6711,7288","0588,4128,3228,8319,2729,4916,9878,3386,3890,3333"
2000-09-10,Sports Toto 4D,1731/00,7221,1240,6092,"4432,4267,4117,6762,4107,0649,5089,3849,3077,2551","9246,4079,5799,1362,7691,2877,2933,6234,4399,9360"
2000-09-13,Da Ma Cai 1+3D,1676/00,9291,7690,4405,"4559,6578,4399,5012,0666,1579,7832,9287,0583,1955","4962,0088,0989,9999,2225,5711,3567,2797,3337,6445"
2000-09-13,Magnum 4D,111/00,8791,1296,0081,"3974,8201,7597,5589,2567,2909,6196,7667,6558,6329","4246,0156,9404,0124,7608,5406,6437,5168,9511,5925"
2000-09-13,Sports Toto 4D,1732/00,5675,5036,5133,"7980,1876,4657,6382,7062,6616,4672,7256,0530,9955","8185,6861,7334,4699,8993,1861,8395,8778,6759,8309"
2000-09-16,Da Ma Cai 1+3D,1677/00,3670,6664,8273,"0146,6303,3436,6590,3198,4251,5303,0067,7954,7650","9593,9984,5705,9070,5239,2426,5617,9934,8798,4270"
2000-09-16,Magnum 4D,112/00,1988,4965,9888,"6470,1375,6783,0138,2120,4101,6625,3971,5880,3374","1879,8203,8544,7392,7685,4939,0363,5926,1455,0278"
2000-09-16,Sports Toto 4D,1733/00,0578,3594,8164,"5144,3208,4463,8550,3030,4089,2300,1861,4311,0736","1621,8972,0982,2812,1242,8358,4734,3192,6445,9763"
2000-09-17,Da Ma Cai 1+3D,1678/00,5119,0908,6440,"4657,6059,3674,2952,0169,4120,8222,3419,0003,4458","5656,9035,5623,5697,5339,2418,7705,7721,6870,4218"
2000-09-17,Magnum 4D,113/00,9033,4955,8592,"2908,8352,1231,3853,4988,7638,2068,7353,5885,9701","3965,1085,9734,5769,7871,8278,2080,8876,1712,0558"
2000-09-17,Sports Toto 4D,1734/00,3472,9983,2755,"8881,1174,1602,3127,6249,6724,3590,0621,7148,5966","0500,0186,6930,9678,2350,1023,8432,8130,5790,9586"
2000-09-20,Da Ma Cai 1+3D,1679/00,7289,0819,7280,"3653,2921,5743,6768,8820,0265,3165,7414,7873,4140","4254,7390,2511,9079,2279,7603,9338,3371,9806,1634"
2000-09-20,Magnum 4D,114/00,6448,5395,7136,"2797,5908,5750,4048,9963,5618,7406,2495,2395,1117","0709,1091,0294,2735,1454,1026,8648,5456,9390,8607"
2000-09-20,Sports Toto 4D,1735/00,1132,8660,2453,"2792,3886,4466,1270,4429,1065,6768,0332,4986,7153","8347,5608,5272,1202,8165,5985,2691,6988,4343,4757"
2000-09-23,Da Ma Cai 1+3D,1680/00,9234,8024,5266,"4688,1895,8376,6098,4551,7769,7258,8921,6217,6434","1392,6075,1591,8348,8049,6951,8409,3439,7622,4612"
2000-09-23,Magnum 4D,115/00,1262,2379,7355,"2915,0412,0918,2788,5454,3695,6673,6219,0023,2254","3765,8666,5073,5520,4699,6603,6167,3998,6342,6276"
2000-09-23,Sports Toto 4D,1736/00,2854,5940,9631,"1409,2683,2572,8754,1319,7811,0590,8756,1701,6391","2804,5298,6310,3376,6857,2540,6824,8256,1939,8158"
2000-09-24,Da Ma Cai 1+3D,1681/00,1663,0480,4406,"9167,8209,0677,8840,7889,1785,3011,8223,8406,0813","2442,2132,4273,8525,7393,1897,6205,0039,0467,8017"
2000-09-24,Magnum 4D,116/00,8691,9206,1147,"0045,5795,2556,6057,7076,5530,3562,9644,0869,7970","7307,4205,6756,1433,6515,3520,9617,3698,1472,6638"
2000-09-24,Sports Toto 4D,1737/00,3596,9009,5005,"1982,3985,9388,0233,4120,2878,8982,0239,3550,6595","3096,2390,1281,3508,3462,1195,3642,8086,5821,7916"
2000-09-27,Da Ma Cai 1+3D,1682/00,2479,7469,9386,"4331,7898,6464,0936,2350,0327,4590,4603,5531,5640","2848,0022,6860,3458,0255,8416,6868,5790,3829,4349"
2000-09-27,Magnum 4D,117/00,6256,6955,3702,"2163,7611,3727,9898,1755,3658,4847,4310,8152,1555","8522,1164,7966,1060,0088,6915,9716,0793,0885,2462"
2000-09-27,Sports Toto 4D,1738/00,1246,8730,3954,"4377,1311,3366,8684,3261,0692,5480,6715,4467,9715","5873,5144,2985,4271,3071,3643,3819,7171,2428,5246"
2000-09-30,Da Ma Cai 1+3D,1683/00,3029,5174,2876,"0680,2883,6654,6177,9166,1516,8529,6253,4816,9801","5541,0715,0796,8521,5339,3575,0518,0504,8621,4823"
2000-09-30,Magnum 4D,118/00,3295,7906,1097,"3085,4521,5085,8006,3113,8448,9677,6903,7544,7068","4551,3591,6381,5980,2195,4490,1721,3121,8005,0169"
2000-09-30,Sports Toto 4D,1739/00,8689,0892,9716,"0583,2243,3970,5114,2604,9781,2119,8446,7980,5512","7571,5688,1692,4087,3987,2464,6929,0745,9357,6160"
2000-10-01,Da Ma Cai 1+3D,1684/00,8022,6061,6288,"6728,5320,3649,6663,8952,3994,3271,4606,3164,4129","3276,0848,2699,4245,6139,4422,5893,2605,4048,2766"
2000-10-01,Magnum 4D,119/00,8304,8229,0248,"5334,9127,8582,0076,9652,2575,4017,1388,9927,9699","4137,9530,4713,6192,7349,4442,1978,2924,4045,2214"
2000-10-01,Sports Toto 4D,1740/00,9054,7573,7432,"4856,5048,9298,5566,2193,6889,2163,1331,9312,7295","1963,3823,8622,8733,6745,2521,9337,6351,7182,6858"
2000-10-03,Da Ma Cai 1+3D,1685/00,4570,1212,9088,"7127,4884,9804,0886,8120,1498,2268,8956,8348,0468","2546,2235,4817,3007,5990,9432,9901,3680,6102,6572"
2000-10-04,Da Ma Cai 1+3D,1686/00,9906,1393,0910,"8348,4021,9432,3610,0900,3352,5350,9196,8920,4737","8765,8668,1952,2870,4883,7216,7563,1317,4377,8242"
2000-10-04,Magnum 4D,120/00,1083,5028,8591,"5185,4243,0447,4262,4832,7950,8799,9863,0373,9243","4687,9919,8891,8315,8295,9321,5232,4111,1742,9618"
2000-10-04,Sports Toto 4D,1741/00,1813,5536,4874,"3493,7096,7219,1610,8784,9160,9680,4847,6911,9724","1939,4205,8575,5367,3232,7417,3769,9516,3549,0551"
2000-10-07,Da Ma Cai 1+3D,1687/00,8894,5145,8747,"5756,2516,7450,0505,5038,0053,9736,2949,4022,5970","3734,4825,6455,2027,3051,8324,8868,9519,4998,6273"
2000-10-07,Magnum 4D,121/00,9980,2589,4081,"9620,1095,2488,7843,7662,3360,6873,0515,3494,8245","2439,3796,1229,6438,4550,3558,0839,8835,3628,1959"
2000-10-07,Sports Toto 4D,1742/00,7110,6903,4623,"0359,3661,8756,7391,1922,0434,2490,5078,1528,8900","0241,1036,2497,6357,7485,0709,8483,1215,1076,8190"
2000-10-08,Da Ma Cai 1+3D,1688/00,7145,3662,5848,"1967,0354,6635,4014,2670,0713,1623,5301,1090,9754","2021,5026,9831,8853,0033,2750,7742,0146,2055,8149"
2000-10-08,Magnum 4D,122/00,9164,1922,5357,"0100,5796,7913,0264,7533,7093,4471,6288,8568,2592","2777,5706,5253,6442,9946,5737,0283,3890,6150,1046"
2000-10-08,Sports Toto 4D,1743/00,2353,5320,1665,"9928,2163,7211,0975,4057,6810,0146,9937,7286,2603","5202,3989,0850,0978,7295,3088,2156,8354,2867,4396"
2000-10-11,Da Ma Cai 1+3D,1689/00,1080,7275,8057,"8557,4543,0170,2219,9265,4038,2759,2749,5117,9680","1140,4647,7217,1222,2098,7224,1566,9803,7064,6646"
2000-10-11,Magnum 4D,123/00,0685,9718,0694,"2804,4255,0939,3937,8817,2781,6017,9109,0274,8357","2779,8002,8113,3388,7976,5986,5449,6576,1139,6182"
2000-10-11,Sports Toto 4D,1744/00,2087,6490,1941,"7743,9359,7707,1053,8214,6586,4064,2218,5117,3161","0358,0575,7824,6811,1746,6417,2079,3796,3184,4896"
2000-10-14,Da Ma Cai 1+3D,1690/00,3435,0600,4853,"9483,3611,7690,0037,8531,5438,3327,6104,4023,5189","8628,0607,0055,7721,8724,1019,6118,3325,6648,1778"
2000-10-14,Magnum 4D,124/00,3253,5497,3950,"8276,4972,5010,5994,0201,9948,7585,8168,6610,3980","0932,9423,7155,7170,4767,8325,4243,0367,5150,6899"
2000-10-14,Sports Toto 4D,1745/00,1906,6315,7217,"4569,7555,9927,1538,1076,5762,0142,7032,4801,6167","0904,9892,3614,9532,0288,5537,2915,1568,5526,3268"
2000-10-15,Da Ma Cai 1+3D,1691/00,0643,6458,3201,"1984,7865,1759,5322,6456,8080,9830,3213,2226,8392","7700,7025,3395,9613,4488,0061,6907,0879,6984,0199"
2000-10-15,Magnum 4D,125/00,7812,5441,8496,"7299,6034,2892,8598,3491,2226,8971,5643,9732,4634","3726,4599,4123,5943,6317,9025,0394,0041,2911,6135"
2000-10-15,Sports Toto 4D,1746/00,0303,5278,4808,"8487,0393,1765,4844,1801,0512,4482,8644,4771,0600","1067,8233,5713,5574,7070,6888,8679,3105,1038,7021"
2000-10-18,Da Ma Cai 1+3D,1692/00,0734,3534,7920,"7691,1935,1733,0713,5820,5823,6418,6370,8819,8318","6408,3283,5186,8635,8085,7934,8345,2621,3042,4802"
2000-10-18,Magnum 4D,126/00,8583,6102,2472,"7198,3159,0825,5232,4998,3565,9459,6916,9668,8057","1708,1912,0392,4434,8462,0191,3769,1372,7043,5810"
2000-10-18,Sports Toto 4D,1747/00,8480,3300,7986,"9410,7747,7911,5623,7140,4345,6087,1462,5916,2505","8781,8218,7962,9276,0726,1413,2860,4918,4835,0517"
2000-10-21,Da Ma Cai 1+3D,1693/00,9128,4774,4533,"1186,1437,1004,4448,5584,5468,7523,7854,8898,7766","8541,4007,4581,3535,5660,9100,9582,9384,9920,2046"
2000-10-21,Magnum 4D,127/00,8505,3737,6612,"2690,0117,7798,0000,3155,1441,5914,6834,8567,2560","0612,5795,5340,0996,5026,4969,5529,3262,7461,6216"
2000-10-21,Sports Toto 4D,1748/00,6357,5579,0927,"6951,0654,8027,7451,2682,1830,5865,2189,3139,5112","3312,1891,1296,7471,3417,9429,2929,7224,7880,8961"
2000-10-22,Da Ma Cai 1+3D,1694/00,9082,8606,5808,"6734,4210,8995,3361,6039,1568,4100,2604,7944,0087","5594,8803,5229,2007,5042,9623,8931,4828,7539,7530"
2000-10-22,Magnum 4D,128/00,4333,5174,9527,"0598,6206,5111,2634,1791,6662,7288,9308,2497,1184","6278,8751,6448,7535,3390,3448,7327,7344,2425,0177"
2000-10-22,Sports Toto 4D,1749/00,8434,8393,9102,"5292,0898,2685,4323,3388,6561,3879,4337,8200,0027","9142,6094,6068,7659,9481,0393,2617,4937,7047,7654"
2000-10-25,Da Ma Cai 1+3D,1695/00,0731,7943,1629,"5397,7622,0479,1023,8539,8511,5909,0739,9548,3379","7189,8141,3883,5911,1455,6472,3082,5916,4758,2323"
2000-10-25,Magnum 4D,129/00,3341,1996,5705,"3535,5780,7910,4775,9867,2690,6080,2907,9568,5226","6284,4553,2065,2608,7815,7751,0614,4731,9515,2885"
2000-10-25,Sports Toto 4D,1750/00,7190,4906,1455,"6035,6939,3137,8827,7481,8457,0988,7394,8159,7502","4313,6004,0049,1238,6341,7475,4454,3577,3583,0237"
2000-10-28,Da Ma Cai 1+3D,1696/00,5247,5871,8093,"1135,8936,4365,8410,7445,3272,6185,6999,1034,2316","7516,3221,3514,8628,5608,5375,8091,3486,9849,4797"
2000-10-28,Magnum 4D,130/00,8047,3378,4108,"6705,4948,0008,7525,1576,5690,1149,3712,5646,1909","5429,7548,0253,2382,8418,5752,7527,3001,0579,2785"
2000-10-28,Sports Toto 4D,1751/00,6070,6038,0153,"2621,4557,1050,2289,7419,2990,7553,4277,3156,0856","1423,1578,2741,2610,6701,4017,1547,7446,0176,6775"
2000-10-29,Da Ma Cai 1+3D,1697/00,6103,5178,0692,"8475,5839,3360,9558,0356,9304,6678,7165,8686,3604","2443,0982,4082,0428,0496,8408,7144,3403,1632,2534"
2000-10-29,Magnum 4D,131/00,0363,4058,5945,"5007,0583,6787,5162,7821,7064,2698,1750,5716,4582","2291,9360,8742,1580,0868,2457,3971,1231,8663,6123"
2000-10-29,Sports Toto 4D,1752/00,6291,4151,6712,"9157,1969,0954,4310,4099,8163,4623,6493,5173,8742","2377,1316,4520,9804,8821,4751,3695,3262,3340,3449"
2000-10-31,Magnum 4D,906/00,5794,3702,7301,"4413,4175,7522,6663,2256,1988,2659,0730,0355,2525","7903,5845,5127,6413,4487,9775,5565,8223,9788,6219"
2000-11-01,Da Ma Cai 1+3D,1698/00,6542,9827,4109,"3325,9096,1222,7851,4045,7988,3476,1755,7639,5308","5164,1615,5917,5794,0075,5741,8905,4753,0287,7119"
2000-11-01,Magnum 4D,132/00,9776,7555,6377,"1533,9542,8286,0848,3288,0757,0699,9860,5030,4001","7892,0196,9820,4230,1045,4401,5884,8284,0286,1277"
2000-11-01,Sports Toto 4D,1753/00,5547,8634,8131,"2309,2335,6778,4361,0659,1767,3054,7050,6206,2315","2372,4980,4710,0948,5352,4573,5112,5451,7309,2840"
