date,operator,draw_no,1st,2nd,3rd,special,consolation
2010-01-31,Sports Toto 4D,3297/10,4147,2299,4191,"8022,8330,0430,6748,5535,3490,7775,6403,2230,0075","7028,8536,7958,9533,5688,6529,0534,0505,7976,8910"
2010-02-02,Da Ma Cai 1+3D,3245/10,4175,9930,2953,"7634,7295,5627,8971,2016,1707,6593,9055,2998,0850","7902,6160,6402,7083,6690,3562,9827,3245,6949,6631"
2010-02-02,Magnum 4D,520/10,5001,8667,5072,"7028,1107,8239,5166,0322,9773,5902,7448,2760,9032","7481,9085,7395,7686,3879,2604,0537,8729,2720,2623"
2010-02-02,Sports Toto 4D,3298/10,3281,6390,5905,"6027,4253,4676,9723,7066,1644,3077,3509,4626,5045","2232,6495,3945,4147,2192,3857,4924,1754,6424,7310"
2010-02-03,Da Ma Cai 1+3D,3246/10,0050,1417,8352,"0158,2394,1386,6333,1753,4968,1229,0471,5755,8562","6874,1540,9640,9528,9389,8759,6755,5599,4117,6246"
2010-02-03,Magnum 4D,521/10,9738,6276,6027,"3069,7139,0614,0783,1024,0040,4228,0873,5887,1410","7966,9205,5106,1826,1540,0577,5936,0278,2369,1874"
2010-02-03,Sports Toto 4D,3299/10,8992,2391,3478,"5985,9668,7442,9797,4306,5498,4419,3689,8150,1464","6444,1773,7335,9649,1485,8807,6626,0847,1346,2117"
2010-02-06,Da Ma Cai 1+3D,3247/10,2701,2397,4931,"0380,4596,1954,6734,7516,3818,4130,0431,1027,7547","8844,8237,1450,9264,2556,3692,4674,6943,9389,0040"
2010-02-06,Magnum 4D,522/10,0057,9279,6793,"4269,0752,7895,8291,8702,6189,2546,5109,1722,2988","3103,5950,5300,4342,6336,0616,4350,1479,6317,2831"
2010-02-06,Sports Toto 4D,3300/10,7367,2291,4872,"8617,8553,2846,5959,5405,5974,1719,8252,5121,2581","3010,2108,7411,3334,5903,7867,2977,3527,4270,2967"
2010-02-07,Da Ma Cai 1+3D,3248/10,2372,0233,9249,"6239,0490,4653,5620,4888,3097,6877,3157,8188,4703","7183,9130,7063,3180,6520,3012,2735,3857,2326,7913"
2010-02-07,Magnum 4D,523/10,2877,3364,9883,"7682,4364,1542,7909,4761,2327,4499,8327,9889,2474","5284,1659,5584,3569,4779,3378,0967,6814,0031,2812"
2010-02-07,Sports Toto 4D,3301/10,5275,9462,2316,"3378,0448,6443,7957,9559,7764,5754,0391,4414,5726","1786,5140,9697,1278,7619,8235,0448,0210,4104,2866"
2010-02-10,Da Ma Cai 1+3D,3249/10,9286,6217,7127,"8215,9810,6810,4183,0971,7066,7630,5550,0759,7237","4418,9459,5755,9197,8413,6522,9445,6591,9697,4526"
2010-02-10,Magnum 4D,524/10,9066,4425,1159,"0550,5235,4380,5759,7540,4532,8717,1458,1463,4519","7229,0569,9450,5603,6166,2480,9484,3661,7261,0107"
2010-02-10,Sports Toto 4D,3302/10,4038,4456,4315,"5562,4602,1061,2688,6307,4977,2063,5297,2853,7900","3558,8915,4834,3642,3920,4343,5815,3173,6726,9824"
2010-02-13,Da Ma Cai 1+3D,3250/10,4403,3297,9639,"7812,7389,2183,0431,4891,4349,9326,5721,2693,1564","0438,2664,8935,4594,1348,8318,3479,6760,1301,6654"
2010-02-13,Magnum 4D,525/10,4732,3584,2191,"0623,2838,1570,4480,5951,0577,0243,9004,2052,7650","2840,1346,9515,9423,5834,5030,9698,6462,1790,2673"
2010-02-13,Sports Toto 4D,3303/10,5899,6719,4015,"0649,7994,2051,6571,2823,5990,9723,7598,6011,2704","7679,9763,7312,3772,5562,6205,5135,8696,0295,6751"
2010-02-14,Da Ma Cai 1+3D,3251/10,2650,7016,4840,"1157,9892,6223,4378,5047,7969,0933,4017,2100,7182","7737,2358,6125,3648,4274,5064,5665,5950,0838,3648"
2010-02-14,Magnum 4D,526/10,9884,3858,4011,"4354,9357,6987,6364,9458,2245,6432,8030,1290,2481","5115,6409,7981,9939,0100,2655,4518,4404,4984,2318"
2010-02-14,Sports Toto 4D,3304/10,7476,5543,8857,"3484,3853,0229,0164,3392,2215,0009,6976,5761,1373","3426,0636,5086,0282,7977,7528,3463,9767,8956,3592"
2010-02-16,Da Ma Cai 1+3D,3252/10,0078,7270,9784,"4805,5546,6365,1988,5289,6553,0278,4554,3306,0481","6562,9743,7667,4259,3984,5999,5920,4010,8970,0074"
2010-02-16,Magnum 4D,527/10,0297,7732,0578,"7883,0239,8553,6824,5085,7878,2522,5711,6400,5818","5915,3533,4503,8432,8174,9027,5593,5760,5823,5524"
2010-02-16,Sports Toto 4D,3305/10,4774,2975,5088,"1684,1471,6548,4789,5199,5596,7059,8071,2223,4283","2846,9686,0130,5080,1364,7731,2470,0591,1366,3505"
2010-02-17,Da Ma Cai 1+3D,3253/10,3535,2754,4849,"2289,3777,6715,5375,7812,9593,6057,4016,1027,9331","8983,1709,5772,8848,6076,8941,5709,4411,0060,0497"
2010-02-17,Magnum 4D,528/10,8615,3572,9697,"0362,6312,7173,7538,6646,0351,3300,4267,1614,3527","6281,7188,5182,5950,9904,4384,9326,2339,6885,7038"
2010-02-17,Sports Toto 4D,3306/10,4438,0369,1446,"3682,5182,2902,6897,8828,9319,0560,5156,3406,8343","8492,8231,4838,0033,7019,3414,3508,1445,2292,9086"
2010-02-20,Da Ma Cai 1+3D,3254/10,8842,2204,8278,"8919,9858,4850,0547,6476,7538,1303,3693,1256,1187","6211,2406,3931,0322,2479,7952,4493,2723,0996,2308"
2010-02-20,Magnum 4D,529/10,6987,9055,0469,"9425,5337,6759,4302,1213,5186,0553,3692,0935,8069","2410,5386,6507,8780,4028,2366,3762,3510,9024,3931"
2010-02-20,Sports Toto 4D,3307/10,0178,9715,7366,"8664,5155,7291,3949,4041,7295,3822,4658,0643,9028","2390,2283,8139,9227,2233,1097,3692,6997,7406,7772"
2010-02-21,Da Ma Cai 1+3D,3255/10,0436,5924,9312,"4162,4319,6190,3537,4146,2863,0922,0696,4975,5918","3852,4508,7626,6325,4138,9802,3092,4453,3761,0621"
2010-02-21,Magnum 4D,530/10,1065,2975,9536,"0207,9034,1424,0198,2306,7844,9179,6090,6054,8198","8808,4304,2312,1049,7061,3259,1526,2372,2844,5989"
2010-02-21,Sports Toto 4D,3308/10,5361,5944,3039,"2597,5660,3853,8973,2014,2364,3954,1439,0861,2260","7252,7354,9241,0454,1321,2032,8384,6254,3437,3385"
2010-02-23,Da Ma Cai 1+3D,3256/10,9779,0929,0902,"2357,1470,9437,8429,0490,6998,7617,3754,4664,8719","7849,9226,5532,2603,3305,8781,2408,4786,8032,7818"
2010-02-23,Magnum 4D,531/10,2566,7408,1077,"3603,2640,6387,1048,0463,7776,3090,8796,8047,4331","7264,5599,1360,9146,8142,3791,8076,3143,7696,6803"
2010-02-23,Sports Toto 4D,3309/10,4546,2213,4738,"5866,6371,2703,1973,6878,7851,5594,2816,3318,2138","8448,4439,5873,1077,2942,3385,2775,1303,1230,8083"
2010-02-24,Da Ma Cai 1+3D,3257/10,2587,1819,7783,"7942,2956,1859,8002,5047,8580,4279,9007,3765,3920","5350,7620,4830,7199,4343,5020,7851,1097,4259,0667"
2010-02-24,Magnum 4D,532/10,9797,4148,4602,"0277,7958,1343,3950,7315,4539,9567,4062,1174,9329","0322,4940,9764,1240,1381,7235,7525,5072,9751,9643"
2010-02-24,Sports Toto 4D,3310/10,2332,1833,9315,"8208,1100,9688,1204,9214,7532,3731,2612,8905,8754","6883,4916,7988,4637,5095,8211,7054,1713,7030,1443"
2010-02-27,Da Ma Cai 1+3D,3258/10,0105,8387,3431,"8356,5985,6358,7793,5390,7342,8736,0128,1487,0763","5002,0766,3119,7765,3797,9692,1572,3571,9126,6090"
2010-02-27,Magnum 4D,533/10,9856,2393,7480,"0471,7465,5687,1508,9068,7810,5778,4200,0587,9180","7673,7649,7395,2001,4295,0314,0399,7801,1288,8226"
2010-02-27,Sports Toto 4D,3311/10,0102,7271,8058,"4050,0437,2488,5245,2151,2731,9209,2484,4884,2098","7621,8979,4847,7947,1403,5697,4399,2881,4496,2221"
2010-02-28,Da Ma Cai 1+3D,3259/10,4891,2690,9544,"1858,2458,9863,6840,7778,9604,9141,7068,5634,5346","6611,7721,9876,1844,3852,0255,3278,6386,2400,8904"
2010-02-28,Magnum 4D,534/10,6601,3682,6816,"8394,7014,6092,0960,3575,2892,2647,6230,1408,5274","1551,5973,1811,7358,4877,8129,7200,0477,4143,8689"
2010-02-28,Sports Toto 4D,3312/10,9887,7792,9691,"7976,9498,9848,8257,0197,2497,3699,7990,7968,2026","6119,2944,3551,9460,2100,0986,8682,3122,6492,6607"
2010-03-02,Da Ma Cai 1+3D,3260/10,6558,9558,2257,"6223,9304,6951,5295,9841,1032,1702,3642,5119,4346","8342,1261,3364,6729,5969,5265,3343,9629,4757,4690"
2010-03-02,Magnum 4D,535/10,4937,5864,8096,"4116,7692,0251,6640,0586,8411,3143,2448,3627,8347","9549,7089,0988,6609,4376,1976,1895,2680,2073,7549"
2010-03-02,Sports Toto 4D,3313/10,9088,4648,8701,"2861,9567,0421,3832,3886,0874,7731,8887,8050,5020","6874,8483,6465,9346,7782,0115,4491,2386,4330,9966"
2010-03-03,Da Ma Cai 1+3D,3261/10,6681,3812,8677,"2224,8229,4870,2115,5253,0100,9234,2383,4336,9066","9034,1694,1828,4272,6595,8778,6963,5666,4645,8538"
2010-03-03,Magnum 4D,536/10,9398,6716,8762,"5157,3403,3123,0257,7476,5281,6613,6294,9668,3924","7344,4736,8784,0519,4591,6360,6199,3427,6610,3765"
2010-03-03,Sports Toto 4D,3314/10,3339,1165,6668,"5353,3883,3181,5266,2093,7568,0583,8844,2797,7766","1232,8736,9926,6316,4342,2830,0418,7324,2587,6702"
2010-03-06,Da Ma Cai 1+3D,3262/10,5639,3086,4966,"4830,8414,2749,3774,5030,4075,6410,3571,0344,1624","2419,2451,1360,5861,6930,8453,0558,0175,8844,4989"
2010-03-06,Magnum 4D,537/10,3452,9904,5590,"5160,9400,5321,7129,8087,7855,1464,3817,5868,5647","6653,4720,6700,7325,4312,4815,1815,2537,0956,3803"
2010-03-06,Sports Toto 4D,3315/10,2758,6255,3055,"5816,3119,4163,5984,7147,6381,5904,8681,9684,7835","5669,4291,9357,2233,8283,4843,6963,7841,1489,6627"
2010-03-07,Da Ma Cai 1+3D,3263/10,0717,6795,6992,"0479,9147,1280,6067,6681,3924,2810,0181,6950,7408","2143,9765,8127,0727,3119,5929,7710,9494,8233,0051"
2010-03-07,Magnum 4D,538/10,2957,9779,7888,"1952,8124,4966,4973,2614,2695,3927,7555,4053,5468","2794,0096,4400,4450,2656,7188,2085,6510,5625,2128"
2010-03-07,Sports Toto 4D,3316/10,8601,6817,1650,"6567,1980,7545,6065,2842,4585,4082,5231,8435,0687","3937,8429,8852,8651,3301,8903,8357,5688,2572,5015"
2010-03-10,Da Ma Cai 1+3D,3264/10,0865,8563,6093,"1219,6137,8245,7588,6204,5838,5322,0658,8744,6077","9211,9298,3670,5286,5694,3630,1690,6824,9463,5045"
2010-03-10,Magnum 4D,539/10,6416,6584,9008,"2478,5392,9322,0420,1843,1418,8777,7630,1082,2162","9414,7652,7496,0220,5717,3131,9260,8191,3548,2169"
2010-03-10,Sports Toto 4D,3317/10,9758,3181,4736,"2869,9189,3451,1101,4940,7773,5424,6730,9082,8711","8155,4279,5945,5983,3306,0381,6094,1531,1294,2914"
2010-03-13,Da Ma Cai 1+3D,3265/10,5251,2266,4877,"2274,4594,6674,9590,1998,0535,0566,0121,4191,3539","7810,4290,0114,5164,1879,7547,5847,9313,5878,2597"
2010-03-13,Magnum 4D,540/10,6579,6839,3914,"8069,0350,4121,9989,7773,2189,1346,0013,1863,7626","5844,2137,0272,2120,6630,4079,3394,9501,3843,4708"
2010-03-13,Sports Toto 4D,3318/10,2959,0373,2948,"1219,1169,2826,4233,7654,8330,7816,6499,0773,7194","0884,6184,4179,8007,9370,6992,8011,6580,6257,0774"
2010-03-14,Da Ma Cai 1+3D,3266/10,1259,3247,6008,"4497,7955,6345,9589,8824,8268,1702,5444,9718,1496","1324,5434,8084,1222,7543,8900,1491,2042,7801,8314"
2010-03-14,Magnum 4D,541/10,5122,3963,0862,"8716,7295,8946,2418,2666,1370,1039,5859,2712,8403","8881,1188,7207,2006,8848,5653,0489,3464,9082,4159"
2010-03-14,Sports Toto 4D,3319/10,5580,2976,7946,"9071,0964,0268,1210,0374,6131,7089,1841,3894,3518","4786,6660,4020,5924,5300,8065,7070,8534,6794,9370"
2010-03-17,Da Ma Cai 1+3D,3267/10,6891,9702,1853,"2056,8357,9268,1671,5975,4406,0345,1516,1856,0330","6127,7460,6407,3439,7193,9164,6191,6187,3761,5385"
2010-03-17,Magnum 4D,542/10,9447,1211,0354,"4647,4473,6669,8232,5195,6583,9575,6852,3016,7286","8767,8706,8251,6791,2517,5460,9617,2906,8328,0017"
2010-03-17,Sports Toto 4D,3320/10,0819,8014,6153,"1778,5790,7767,7297,4445,0321,2957,1348,5129,0885","7347,8856,4533,8170,3648,1624,6793,0473,5801,7062"
2010-03-20,Da Ma Cai 1+3D,3268/10,7033,8587,6841,"1142,4507,7690,3440,5141,1678,3079,6820,6751,0251","5438,1352,0099,3505,8668,3533,8098,6891,7339,5979"
2010-03-20,Magnum 4D,543/10,6990,3854,6337,"3045,2097,0314,9875,0827,4807,5521,9447,1508,2677","4071,6740,3007,1788,3722,5670,0822,6190,5758,2706"
2010-03-20,Sports Toto 4D,3321/10,5251,2248,9176,"9653,2302,9994,5209,4975,5541,3065,6999,3420,2405","1999,7184,6157,7926,4594,8133,1458,4377,0374,5314"
2010-03-21,Da Ma Cai 1+3D,3269/10,0032,8132,4487,"2363,9885,7733,5219,5537,4199,0635,1780,8387,9782","0122,5358,5693,1745,6767,6319,9811,5552,0567,2081"
2010-03-21,Magnum 4D,544/10,1053,6933,1122,"0747,9031,3027,6930,7299,7158,9639,4409,5278,7706","1127,8575,0723,6483,7091,3389,9336,6802,1270,0201"
2010-03-21,Sports Toto 4D,3322/10,0161,4614,7447,"5807,8650,2869,3559,2200,7893,0317,6230,8547,6012","1443,7892,7983,3526,4796,8160,5220,9492,0069,1446"
2010-03-24,Da Ma Cai 1+3D,3270/10,7739,3316,7094,"8790,3282,7637,4504,3209,9411,8961,6719,7302,2314","9984,3314,0221,6295,7826,8400,6460,2182,5005,4954"
2010-03-24,Magnum 4D,545/10,8621,8022,2725,"6262,2453,9954,7094,9320,3827,6822,7320,8791,7972","6489,9588,3313,0639,0159,0390,7250,7269,4063,1837"
2010-03-24,Sports Toto 4D,3323/10,9190,1301,1570,"0817,5564,0210,6244,4835,6742,4773,1121,7910,4121","7056,5049,6618,7360,5311,7052,4145,9821,2750,7492"
2010-03-27,Da Ma Cai 1+3D,3271/10,1499,7486,1012,"9535,1410,1194,3606,3028,9622,9489,3356,3881,0709","8561,7884,4140,0629,7441,6066,7449,9517,5475,7276"
2010-03-27,Magnum 4D,546/10,3640,2095,7867,"6066,9896,2868,5353,4265,5108,8941,6372,7084,0988","5620,2086,2479,4286,4682,0649,5528,8580,3660,5036"
2010-03-27,Sports Toto 4D,3324/10,1150,8645,3460,"2181,5167,4187,1567,1889,2723,2122,1083,6289,2476","0487,3486,2804,3502,0780,6101,0079,4055,9271,9680"
2010-03-28,Da Ma Cai 1+3D,3272/10,4980,7431,8110,"7871,5517,9380,9266,0107,4353,3810,4742,8043,0645","6529,6366,9937,8097,3579,2525,3923,8660,1826,4509"
2010-03-28,Magnum 4D,547/10,0767,5887,1871,"3546,8192,9165,8831,7831,4191,3719,0027,4569,8128","8122,2784,7407,2872,5629,8758,5129,5369,9859,2285"
2010-03-28,Sports Toto 4D,3325/10,0711,8674,5529,"8809,2087,7374,1903,8752,8752,7213,5218,1257,4796","7923,4974,8739,7991,5489,1615,4868,8090,2600,4013"
2010-03-30,Da Ma Cai 1+3D,3273/10,5549,0468,2073,"3663,5145,6152,0731,2879,0810,5191,6655,4778,1132","8822,8121,9479,4357,3603,7972,6183,8899,0609,9213"
2010-03-30,Magnum 4D,548/10,5940,2637,9977,"0583,4874,0913,6300,4937,6605,9147,0394,1830,3897","0173,1417,0485,5655,3708,1051,0339,6258,5941,5149"
2010-03-30,Sports Toto 4D,3326/10,4210,1077,0658,"2990,9279,9196,7085,9087,4176,8725,5283,1509,4731","5710,8912,2046,9482,9046,3872,1706,3291,8459,0208"
2010-03-31,Da Ma Cai 1+3D,3274/10,1418,7079,2745,"4702,5477,1303,2061,7611,1637,8370,4861,4064,4792","0648,1650,7241,2727,9141,8306,3500,6412,5218,9553"
2010-03-31,Magnum 4D,549/10,9968,7274,0349,"5210,9651,0934,5812,6236,8209,4465,7995,7499,4281","0606,7150,1882,2423,7859,3094,3030,5313,1511,3048"
2010-03-31,Sports Toto 4D,3327/10,2225,0989,3706,"1730,7771,1707,4463,2928,8897,8363,8015,5640,0490","2712,3061,2302,8474,7145,6564,2210,2291,2031,9079"
2010-04-03,Da Ma Cai 1+3D,3275/10,9870,9784,2691,"4701,3154,5074,6721,8720,3454,4183,1387,1259,3034","9851,1321,7662,0170,1817,9251,7551,4230,7601,9780"
2010-04-03,Magnum 4D,550/10,8469,2281,8860,"9480,3599,3257,9537,9973,0030,7701,8818,4145,9678","5687,7677,6013,7698,1002,6876,6166,7173,3455,3143"
2010-04-03,Sports Toto 4D,3328/10,3475,0216,7025,"5641,5718,7845,9360,0858,9084,9379,3774,9517,9805","2020,1908,8080,6342,8241,0804,5454,6113,3036,9367"
2010-04-04,Da Ma Cai 1+3D,3276/10,6541,9109,3643,"5774,7298,3455,4617,8112,6497,2898,7259,0633,3407","8189,0638,2559,4685,2185,2898,2791,0706,4053,3613"
2010-04-04,Magnum 4D,551/10,5487,0395,2890,"3932,6324,5760,7536,0921,2783,1653,3028,3149,2220","7461,7609,5415,9702,0677,6457,2865,5175,7245,5229"
2010-04-04,Sports Toto 4D,3329/10,4510,0811,4584,"4445,6714,3134,8093,4221,7574,1442,3223,9180,3050","3312,0039,0533,7659,4638,9914,1439,8946,2440,2465"
2010-04-06,Da Ma Cai 1+3D,3277/10,5313,3200,2520,"2011,3649,8256,8771,0404,8324,3845,1107,5960,0136","4068,4043,0350,7556,7522,2324,1260,7045,7411,7895"
2010-04-06,Magnum 4D,552/10,5848,7554,6904,"0892,3454,4541,2858,4007,8493,8058,4811,8601,0658","3451,2646,2390,5371,9261,2576,6780,0160,2324,2245"
2010-04-06,Sports Toto 4D,3330/10,8126,4137,8585,"6693,6194,3341,1893,2353,9454,7791,6451,8930,7564","5074,6724,5260,7201,1913,4499,7875,4818,2854,1477"
2010-04-07,Da Ma Cai 1+3D,3278/10,6009,0933,6148,"3849,2828,0498,6354,5428,4158,9403,4513,3411,1898","4064,1106,9637,5847,8159,5545,0565,2062,1551,1590"
2010-04-07,Magnum 4D,553/10,2908,8013,7251,"4237,8093,0368,8561,4113,3492,3021,4765,4721,6606","4938,4840,6926,4309,3574,9781,8207,0944,1952,0950"
2010-04-07,Sports Toto 4D,3331/10,1340,3191,8800,"1829,6749,6044,7505,5913,3799,7959,5522,0496,1064","2465,3488,5368,3895,6073,3602,3235,2353,5938,7657"
2010-04-10,Da Ma Cai 1+3D,3279/10,2318,8417,1597,"4638,8900,1829,5386,2932,4785,0101,5219,9936,7392","6242,3540,2102,1902,7709,1155,3214,2089,4714,9295"
2010-04-10,Magnum 4D,554/10,1087,8348,6935,"5626,4751,6493,9356,3280,2147,1962,6134,6419,8217","8191,7022,6791,7677,7835,8013,6393,4815,9881,7376"
2010-04-10,Sports Toto 4D,3332/10,5227,9095,7444,"7121,1760,4729,9405,4472,6494,8992,5745,4352,3682","8808,5151,3030,2414,1669,4107,5423,9917,2329,7381"
2010-04-11,Da Ma Cai 1+3D,3280/10,3372,1621,6759,"9143,7039,7089,3137,8670,2294,6856,1840,8552,0749","5703,8265,7044,9976,0627,5175,0322,1088,8522,1526"
2010-04-11,Magnum 4D,555/10,3596,6000,2097,"9517,5021,3559,9405,2487,1497,3976,1519,8928,2650","3149,6177,3276,3359,2990,1836,2693,3463,2004,8572"
2010-04-11,Sports Toto 4D,3333/10,0990,5183,4173,"6768,5296,9016,7041,9043,1729,3745,9377,9178,4779","1630,9582,2226,1430,7778,2321,9666,9180,8585,3440"
2010-04-14,Da Ma Cai 1+3D,3281/10,3231,6911,9355,"1551,3877,7880,6152,0212,9033,7580,7159,7845,8391","8422,0261,1023,8229,6091,0885,3459,8581,4592,1307"
2010-04-14,Magnum 4D,556/10,4098,9680,5739,"9101,2183,6681,1883,2834,6010,1145,4032,3749,2167","6586,5839,0571,0882,9540,1444,0632,9708,7070,6192"
2010-04-14,Sports Toto 4D,3334/10,3892,8957,8946,"8444,2379,3245,9838,8047,2483,6160,2113,6188,5333","0650,0945,4817,1961,4442,1456,9099,9274,6688,9813"
2010-04-17,Da Ma Cai 1+3D,3282/10,0645,3799,2133,"4741,8231,9944,7216,3967,1991,8273,4667,0322,9644","4729,7612,8981,6862,3496,6470,3081,1663,7348,7007"
2010-04-17,Magnum 4D,557/10,4947,1420,4439,"5473,8780,0247,6190,4044,8067,3044,4566,5978,7186","8735,9541,7267,3316,3099,7500,3639,1748,2212,9413"
2010-04-17,Sports Toto 4D,3335/10,8539,3158,9944,"7635,9888,6904,6942,5748,4296,2083,9804,9272,0294","8460,5783,3573,9735,1018,6015,0034,9666,5922,4440"
2010-04-18,Da Ma Cai 1+3D,3283/10,2935,0569,8388,"7814,8690,8262,4594,8684,3847,0518,2591,5669,2974","7230,9042,3711,2615,4508,8257,7708,4457,2486,2578"
2010-04-18,Magnum 4D,558/10,7544,4461,1242,"6914,3530,8236,6863,6925,4516,2925,8777,8448,0092","3250,7753,3289,2363,7481,8875,5758,6722,8472,5455"
2010-04-18,Sports Toto 4D,3336/10,2009,5286,5820,"9617,6452,7439,7220,1868,8740,1490,3101,8133,8178","5784,4573,2494,1716,8355,8735,6276,3482,4369,8798"
2010-04-21,Da Ma Cai 1+3D,3284/10,7174,8137,3936,"7614,8684,2296,2377,0824,9632,3657,9393,5472,1459","8041,6531,2682,2458,7278,2212,2211,6321,5308,4374"
2010-04-21,Magnum 4D,559/10,8541,3500,1512,"8181,4642,9180,9470,4580,2911,6992,5820,4235,7153","1581,0066,5533,7679,5327,4830,4559,1130,7704,6763"
2010-04-21,Sports Toto 4D,3337/10,7071,5214,3614,"3614,3321,1917,6533,0032,2283,2543,7813,8359,1761","5078,8735,2003,7455,6705,7557,1765,8184,1043,8748"
2010-04-24,Da Ma Cai 1+3D,3285/10,0863,4838,0072,"1051,5313,4018,9722,7938,4283,1155,5033,7033,8159","1132,1217,1446,6505,8657,5035,2522,9859,4990,1246"
2010-04-24,Magnum 4D,560/10,2677,5085,7789,"8071,5440,8976,3178,9683,1326,6952,8624,0122,1465","3519,9538,6975,9680,4076,2349,9271,3563,3648,1547"
2010-04-24,Sports Toto 4D,3338/10,3750,6634,0008,"6671,0226,5499,4668,7902,6251,7444,1898,4754,3976","4126,4246,3881,0310,8021,2837,8332,8649,6053,8033"
2010-04-25,Da Ma Cai 1+3D,3965/14,4624,2794,0377,"5820,4087,0846,3656,7347,3659,5736,3607,1805,3224","5433,2295,0445,6781,2435,3453,1588,7427,4237,3858"
2010-04-25,Magnum 4D,561/10,9276,3645,1195,"1122,8553,0105,0527,0072,1829,2457,9758,5295,2277","2687,5675,5444,4186,7936,7079,4083,1416,0163,5253"
2010-04-25,Sports Toto 4D,3339/10,7656,8036,3595,"8218,1208,4999,3684,6046,6350,5535,7119,6407,8930","8316,2935,8605,7064,3772,8732,0878,2715,8703,6754"
2010-04-27,Da Ma Cai 1+3D,3287/10,7541,8212,2010,"8966,7240,7808,4597,7171,3361,0462,6759,5577,8070","6001,6530,5477,9786,3096,1432,1560,6407,4213,9054"
2010-04-27,Magnum 4D,562/10,3494,3548,7239,"9982,4960,8837,8950,9059,8820,1852,9160,2813,9195","3635,4255,1696,2454,1179,9387,4037,3917,6850,4931"
2010-04-27,Sports Toto 4D,3340/10,6618,3971,0560,"0026,5520,6101,3985,1841,3485,1227,0557,4487,7772","8422,3330,4581,1953,2895,8512,9285,0683,2214,9311"
2010-04-28,Da Ma Cai 1+3D,3288/10,5523,3867,8392,"9695,8170,6636,7648,1212,1342,7468,8716,7431,6666","0141,5562,7664,4486,9728,0660,8174,7405,5040,9405"
2010-04-28,Magnum 4D,563/10,5260,8270,8543,"3487,2267,7312,8092,2472,4985,3359,7824,0221,6444","8226,3161,5943,9164,7561,1661,6100,2265,4162,2311"
2010-04-28,Sports Toto 4D,3341/10,2216,0945,7915,"5302,7194,3736,5272,2664,5035,1712,0703,7266,2609","4077,3134,1360,6715,7016,1374,3265,4235,2260,8329"
2010-05-01,Da Ma Cai 1+3D,3289/10,6593,0086,2488,"3196,9600,8531,8441,3451,4758,6950,9879,4856,6742","7588,2213,2443,9483,3852,7523,9905,3965,0302,5937"
2010-05-01,Magnum 4D,564/10,8801,3626,3910,"9467,7033,3512,7704,1900,9063,8689,2473,3410,1909","9439,1700,1778,3218,2676,6467,5869,4473,5737,5184"
2010-05-01,Sports Toto 4D,3342/10,8031,5083,9044,"8462,8111,7138,7179,6176,3701,6451,8722,9577,7708","9311,5203,3697,5813,1725,7342,0557,5713,3622,9310"
2010-05-02,Da Ma Cai 1+3D,3290/10,1243,6641,6980,"4182,1161,7650,6130,2024,8429,5676,7180,0156,6935","1738,9644,5729,8120,2779,9281,1820,2145,0784,5065"
2010-05-02,Magnum 4D,565/10,8943,7713,3866,"6598,9668,3127,3858,3570,5700,9351,3552,7364,9041","7048,6716,2550,7785,5317,9506,9745,8659,7730,6346"
2010-05-02,Sports Toto 4D,3343/10,9642,2481,0740,"1682,8393,4238,5107,2161,8177,8730,9783,5482,0266","4334,4679,2564,1299,0530,7241,9533,3645,3640,6553"
2010-05-04,Da Ma Cai 1+3D,3291/10,4768,2891,8932,"1854,0142,8306,3647,1551,9463,4702,2496,6350,0386","5678,0797,7232,5974,6282,0970,8896,0128,9845,1839"
2010-05-04,Magnum 4D,566/10,3980,2223,8429,"5239,1885,9130,4779,2619,1025,4896,2961,3873,6609","0666,1644,0896,7342,6563,2994,5197,9404,5169,2516"
2010-05-04,Sports Toto 4D,3344/10,7363,0588,8732,"9746,6407,5517,0883,7328,9376,6671,4720,6450,1745","1438,7300,0213,8977,3333,7863,9112,7688,7329,8887"
2010-05-05,Da Ma Cai 1+3D,3292/10,0721,0618,4603,"7239,9765,6261,0448,7908,7474,8956,0362,8944,5592","4453,2971,4947,8901,7259,6256,1738,2426,5663,3039"
2010-05-05,Magnum 4D,567/10,7516,5126,9748,"8071,7434,1327,8060,6004,3812,1417,1611,2637,8829","9116,2781,0359,8098,5302,1612,2765,7700,3318,8121"
2010-05-05,Sports Toto 4D,3345/10,0281,5939,1299,"1319,1863,8263,6735,6568,3552,5043,5796,8514,3370","5817,8772,5295,1773,4483,1232,4598,7933,6797,5361"
2010-05-08,Da Ma Cai 1+3D,3293/10,9146,3012,6212,"0734,5596,4731,6355,9067,2406,2542,5107,3563,6213","9279,7576,9893,7570,9803,5687,1109,5300,0981,5531"
2010-05-08,Magnum 4D,568/10,7994,5899,1391,"2235,1328,4604,5558,6638,6706,5507,3630,5676,6935","8366,7545,4122,9639,8421,2570,5998,4837,2706,3978"
2010-05-08,Sports Toto 4D,3346/10,8851,3017,0991,"7207,1652,7839,9969,3289,0518,2054,9336,7813,6302","8511,4335,1834,3167,1210,9170,2176,3496,9560,6889"
2010-05-09,Da Ma Cai 1+3D,3294/10,5950,2469,4705,"6201,3210,1769,2550,6392,7409,5831,7497,8378,1683","2262,6017,6282,4368,8710,7775,2056,3563,5740,7533"
